№,F1
06,0.88
15,0.92
20,0.81
27,0.83
28,0.59
29,0.9
30,0.64
31,0.81
34,0.89
36,0.49
37,0.7
38,0.68
39,0.31
41,0.85
44,0.85
45,0.83
47,0.73
49,0.87
50,0.62
52,0.5
53,0.69
55,0.74
60,0.88
61,0.57
62,0.28
64,0.89
65,0.85
68,0.78
70,0.84
73,0.79
76,0.68
81,0.83
82,0.95
87,0.59
89,0.73
90,0.64
