best_top_k/best_threshold,f1_macro,f1_micro,f1_weighted,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted
0.4,0.6958179473876953,0.7266084551811218,0.7227874994277954,0.7046918869018555,0.7293955683708191,0.7286474108695984,0.6989530920982361,0.7238425016403198,0.7238425016403198
1.0,0.6435867547988892,0.6868430972099304,0.6714689135551453,0.7402582764625549,0.7766331434249878,0.7651102542877197,0.5931244492530823,0.615663468837738,0.6156635284423828
