№,F1
82,0.92
15,0.9
41,0.9
29,0.89
34,0.89
70,0.86
06,0.86
64,0.86
60,0.85
49,0.84
65,0.84
27,0.81
81,0.81
89,0.81
44,0.8
45,0.79
73,0.79
20,0.77
68,0.77
31,0.77
38,0.74
55,0.73
76,0.72
37,0.71
53,0.71
87,0.69
47,0.66
30,0.65
36,0.64
52,0.62
61,0.6
90,0.59
28,0.59
39,0.58
50,0.48
62,0.33
