№,F1
29,0.98
41,0.96
76,0.95
34,0.95
06,0.95
82,0.95
15,0.94
70,0.94
81,0.94
38,0.93
64,0.93
89,0.93
73,0.93
27,0.92
60,0.91
44,0.91
49,0.9
37,0.89
53,0.89
68,0.89
52,0.88
45,0.88
55,0.88
65,0.88
31,0.87
36,0.87
87,0.86
39,0.86
20,0.86
30,0.83
47,0.83
61,0.82
50,0.82
62,0.81
90,0.79
28,0.77
